A,B,C,D,E,outcome,treatment
-0.123117,1.943188,-1.865574,1,-0.923295,4.612506,1
0.116182,1.5966,1.185141,1,0.729566,5.351864,1
-0.776725,-0.184615,0.290109,1,-0.206736,-0.339161,0
-0.381958,0.707545,-0.650337,0,0.696142,0.152816,0
-2.28616,-0.287474,-0.961464,1,3.235593,0.521641,0
0.481204,-0.798087,-0.489287,1,1.193291,5.614987,1
0.829149,2.024579,-0.170443,1,1.800894,6.013932,1
-1.951914,-1.458052,-2.720964,1,2.86212,5.448049,1
-0.657413,-0.088187,1.424387,1,2.028787,0.571409,0
-1.480789,0.281641,-1.477847,1,0.453515,4.698536,1
-0.42866,1.848554,-0.689869,1,-0.374403,-0.271822,0
0.397716,1.093906,-0.653096,1,0.871285,0.461548,0
0.736389,-1.474933,1.308887,0,0.333723,5.33974,1
0.870933,0.194567,-0.776087,0,-0.623092,5.045722,1
1.059624,0.218377,0.900544,1,1.142354,5.806606,1
-0.473333,-0.031021,-0.281236,1,1.167315,5.301223,1
-1.397879,0.817126,-1.649848,0,2.670546,0.591901,0
-0.36551,-1.21179,-0.553256,0,0.539666,0.100742,0
0.382348,-0.211319,-0.806472,1,1.18155,5.587641,1
-1.47818,0.676136,-1.772033,0,0.235944,4.6093,1
1.409217,0.876893,-0.33024,1,1.774598,6.186526,1
0.646969,0.346736,-0.66586,0,0.776811,0.528899,0
-0.457487,-0.091075,-0.131541,0,-0.271163,-0.255014,0
-0.961792,0.077376,-0.49461,1,0.887957,5.018211,1
-0.920041,0.937724,-1.339066,0,1.291952,5.203671,1
-0.176714,0.231218,0.080371,1,1.156702,5.399585,1
-0.480323,-0.844531,-1.312361,0,1.947326,0.594149,0
0.699583,-1.036181,-3.787634,1,-0.546627,4.979788,1
-0.593896,-1.29232,-0.55931,0,0.058686,4.788056,1
0.254582,1.652898,-1.242037,1,1.541216,5.710274,1
-0.279845,1.004779,-0.305832,1,0.17616,-0.02118,0
0.018749,0.090829,1.310909,1,1.1419,5.466785,1
-0.480976,-0.256475,1.339777,0,-1.518316,-0.744389,0
0.456796,-0.376613,-0.853086,0,3.617376,1.555263,0
0.47162,1.290554,-1.514478,0,0.63171,5.428796,1
0.209009,2.101751,-0.10328,0,2.095385,0.887782,0
0.356594,-0.408076,-1.058189,1,0.564531,0.344257,0
-1.195289,1.335733,-0.296186,1,1.316128,5.145521,1
0.072326,0.22533,-1.348824,1,2.393349,5.970738,1
0.998282,-0.015112,-0.437271,1,2.067235,6.140666,1
0.240485,1.701531,-1.499937,1,0.696974,5.383183,1
-1.281638,0.187151,0.49629,1,0.766175,-0.122937,0
-0.300687,0.493681,-1.277941,1,1.904996,5.662049,1
0.124058,0.445591,-0.02686,1,3.234673,6.302114,1
-1.00832,-1.428282,-1.95273,1,1.093712,5.053579,1
-1.609191,0.485728,0.093211,1,2.858493,5.580003,1
-0.567018,-0.365375,-1.654347,0,0.660015,0.063251,0
-0.991752,-1.223836,-0.426786,0,1.853389,0.403472,0
-0.265209,-0.31982,0.335238,0,2.002585,5.682992,1
-1.842325,-0.328072,-0.887946,1,0.491468,4.583268,1
0.313781,1.2272,-1.71713,1,0.154351,5.181124,1
-0.885525,-0.866473,-0.19115,0,2.046818,5.485912,1
0.744832,-0.59253,-1.528944,1,0.369872,5.366937,1
-0.527819,0.432705,-1.092209,1,0.007079,4.836901,1
-0.276309,-1.128477,-0.4225,1,0.217469,4.971171,1
-0.423955,-0.46169,0.672713,1,0.365816,4.998959,1
-0.93908,-1.46716,-0.66141,1,1.758046,5.352313,1
2.221359,1.117328,-0.665105,1,1.416472,1.278241,0
-0.746786,-0.104046,0.04955,1,1.617087,0.370076,0
0.772602,0.181399,-0.637591,1,1.322809,5.782799,1
-1.344549,1.113327,-0.052433,1,0.307589,-0.321885,0
0.121211,-0.524952,0.390571,0,1.598532,0.663314,0
0.227952,-0.11467,-1.0157,1,2.083883,5.900456,1
-0.275097,-0.859011,-3.962974,1,1.485932,5.481647,1
-0.821925,-0.861187,-1.50589,0,1.351085,0.261332,0
-0.514242,-0.723266,0.520719,1,0.134374,4.870123,1
-0.65421,-0.295173,-0.721728,1,1.113246,5.213538,1
2.151106,-0.187479,-1.027093,1,0.081188,5.735841,1
-0.273523,0.485949,0.478822,1,0.877401,5.26534,1
0.273969,-0.6939,-0.789288,1,-0.738838,-0.180898,0
1.530705,0.51695,-2.780496,0,-0.731129,5.251511,1
-1.127239,0.682318,-2.193265,1,0.710381,4.922867,1
-0.21326,-0.270505,-0.269315,1,0.352989,0.046062,0
-0.520106,-0.607408,-0.754854,1,1.008216,0.212735,0
-0.337058,0.282396,0.766693,1,0.76666,0.20628,0
-0.429932,-0.0056,-1.421232,1,0.93162,0.229166,0
-0.982797,0.417669,-0.997464,1,1.510036,5.278152,1
-0.05551,1.767183,-1.572466,1,0.43816,0.150834,0
-1.313553,0.265954,-1.208557,1,0.681985,-0.1769,0
0.737963,-0.441914,-2.579867,1,2.35645,6.1685,1
0.37239,-0.693573,-1.073648,1,0.904513,5.453231,1
-0.744383,-0.654885,-0.739832,0,0.722219,0.044585,0
-0.695903,-1.265449,-0.824294,1,0.983942,0.142146,0
0.024591,1.130061,1.46159,1,0.740065,5.315464,1
-1.049465,-2.035962,1.145522,1,0.191857,-0.259437,0
1.56106,0.685422,-1.438862,1,-0.096601,5.484607,1
0.107006,-0.670747,-2.7319,1,0.137998,0.085165,0
0.142343,-0.315088,-0.787163,1,1.774348,5.73213,1
0.430525,-0.700671,-0.311453,0,0.271524,0.233589,0
-0.830383,1.643182,-1.548447,0,0.746504,5.034185,1
0.83809,0.213633,-1.498939,1,1.602165,5.910149,1
-0.136387,0.987696,0.894592,1,0.623038,5.212344,1
0.699225,1.497844,-0.945515,0,1.53479,5.862418,1
-0.448873,0.360722,-0.025713,0,-0.639364,4.621686,1
1.066358,-0.998307,-1.618269,0,0.768912,5.642443,1
0.150424,-0.023326,-0.744903,1,0.980325,0.415039,0
1.931587,-0.544931,-1.024301,1,0.924568,5.976341,1
-0.620442,-0.306187,-1.363336,1,-0.75149,4.503411,1
-0.046371,0.102693,0.467337,0,2.104542,0.810236,0
-1.282496,0.063161,-2.07684,1,0.046756,4.621375,1
-0.780218,0.609426,-0.387906,1,1.236466,0.216812,0
0.367767,0.754621,-1.043085,0,0.909393,5.500739,1
0.878404,0.063172,-0.273139,1,1.905139,1.03397,0
