W0,W1,Z0,X0,t,t_bin,y,noise_t,noise_y,noise_y_t0,noise_y_t1,R0
-1.124894,1.027878,0,1.403273,0.248335,0,0.045911,0.609829,0.014304,-0.003249,-0.00608,0.126462
-0.254216,0.213492,1,1.33917,-0.843368,1,5.022691,-2.079633,-0.002288,-0.000666,-0.003639,1.497749
2.123409,2.762745,1,-0.594981,3.362462,1,6.765928,0.677209,0.004515,0.004335,-0.019133,-1.07019
0.763613,2.788044,1,-0.201782,0.992159,1,6.342666,-1.07955,0.009877,-0.020056,0.006199,-1.368459
-0.691425,2.532358,1,-0.719611,1.651171,1,5.738812,0.276995,-0.007539,0.008729,0.020001,-1.433286
1.331118,1.857869,1,0.523941,3.551716,1,6.161058,1.35734,-0.00906,0.024262,-0.007828,-1.367696
-0.638989,0.276639,1,1.929366,1.893494,1,4.927276,0.822717,-0.007229,0.004803,0.023835,0.961821
-0.919322,1.729279,1,0.900199,2.378625,1,5.385692,1.224382,-0.003493,-0.002809,-0.001164,-1.406444
1.144812,0.894386,0,1.233042,1.770215,1,5.738281,1.120848,-0.008706,-0.001612,0.016668,-1.27323
-1.560569,2.213838,1,1.017045,0.409185,1,5.363101,-0.524283,-0.006798,0.007075,0.003072,-1.928317
-2.164698,2.017331,1,0.197198,1.229079,1,5.088659,0.59833,0.008809,-0.002583,0.003061,-0.394314
0.690365,0.252163,1,1.280657,-0.054295,1,5.347704,-1.724917,-0.000963,0.008687,0.018439,-0.755193
-0.223229,1.849255,1,0.942348,0.800668,1,5.66803,-0.686936,0.003067,-0.001741,0.007827,-1.825142
-0.123555,1.583463,1,1.636763,2.886948,1,5.601635,1.392655,-0.005507,0.017142,0.003748,-1.580793
-0.612343,-1.872134,1,-0.262232,0.386146,1,4.05876,-0.385037,-0.006164,0.016866,-0.019413,0.84497
-0.489413,1.702366,1,-1.540795,-0.522526,1,5.476658,-1.868002,0.002856,-0.003302,-0.015072,-0.655255
-0.70903,0.469633,0,1.242568,1.759991,0,-0.04826,2.013699,0.001261,-0.00081,0.004586,-0.586278
-0.876913,0.015387,0,0.547087,0.16645,0,-0.273759,0.56225,0.00778,-0.000224,0.014678,-0.582309
-0.63283,0.058168,1,-0.098729,1.80636,1,4.826322,0.764478,0.013016,-9e-05,0.001285,0.706662
-0.664371,0.766186,1,-0.042836,0.149796,0,0.073742,-0.98047,-0.006914,-0.009474,-0.005913,-1.733177
-1.079504,1.381489,0,2.752003,-0.005542,1,5.24457,0.284057,0.008612,-0.010873,-0.018392,-1.084359
-0.796089,-0.464033,0,-0.444878,-0.171081,0,-0.452613,0.257575,-0.010798,0.012498,-0.007836,-0.856928
-2.75368,1.091277,0,-0.655986,-1.913091,0,-0.457023,-0.821485,0.020738,0.010898,0.00131,-2.409139
0.433722,1.478187,1,0.282601,1.562152,1,5.715549,-0.16982,-0.007863,0.010725,-0.008565,-1.604105
0.139333,2.763235,1,1.377808,0.284281,1,6.15501,-1.500468,0.006906,-0.000694,-0.009644,0.358712
-0.335829,-0.175261,1,2.475719,0.796122,1,4.857245,-0.34671,-0.010872,0.01892,-0.000511,0.07225
-0.013596,0.551817,1,0.854682,2.368405,1,5.225062,0.973846,-0.001521,-0.000225,0.014484,0.249104
0.022657,1.163092,1,-1.073092,0.752834,0,0.476017,-0.746848,0.015457,0.008629,0.006847,-1.277053
-0.974922,2.048838,1,2.168181,3.082658,1,5.511098,1.907298,-0.008177,-0.013886,0.002859,-1.153658
-0.7835,0.597205,1,0.177848,-0.38441,0,-0.002197,-1.436092,0.022042,-0.002297,0.001885,-2.476028
0.277397,2.10007,1,-0.640392,1.491046,1,5.89704,-0.260175,-5.3e-05,-0.001558,0.005512,0.243972
-0.043417,-1.035933,1,-0.882075,0.494284,1,4.575358,-0.65643,0.009757,-0.000655,-0.001101,0.408689
1.7924,-0.351919,0,1.033646,0.582346,1,5.474061,-0.180181,0.004029,-0.013255,-0.004111,0.395958
1.368692,1.250073,1,0.436146,3.494742,1,5.948567,1.371475,0.00457,0.007039,0.007382,0.916128
0.682092,-0.509395,0,0.542392,-0.748742,1,5.021127,-0.984455,-0.014261,0.010286,-0.002254,-0.265854
-1.012655,-0.273042,1,1.48382,0.370165,0,-0.443146,-0.451271,-0.004729,-0.007439,-0.011886,0.868919
-0.815477,0.373652,1,-0.604838,1.659246,1,4.878778,0.654506,0.01196,-0.011473,0.014433,-0.888438
-1.252967,1.672868,0,1.563472,-0.232909,0,0.237452,0.093159,-0.003443,-0.007689,-0.018699,-2.454973
0.028837,-0.994536,1,-0.32184,1.36469,1,4.617335,0.175175,0.001388,0.004955,0.015183,0.172762
-2.991875,1.071727,1,2.361324,-0.847149,1,4.465411,-0.965276,-0.015474,-0.005966,0.005065,-2.491852
-0.709539,1.934393,1,0.796056,1.207634,1,5.53055,-0.071583,-0.005376,-0.001341,-0.009692,-0.517761
-0.557636,0.706484,1,-0.722922,2.301631,1,5.090043,1.131578,0.01123,-0.010735,0.000243,0.267361
-1.775211,0.532599,0,-1.828101,-2.338037,0,-0.38741,-1.609521,-0.012826,0.019793,-0.004289,-0.363704
0.546816,1.3032,0,1.006242,-0.260074,0,0.694183,-0.697309,0.007171,0.000732,0.008077,1.59028
-1.390062,0.709318,1,-0.176863,-1.022917,1,4.819007,-1.815542,0.001778,0.011497,0.007879,-2.653892
0.016823,2.291929,1,0.041751,2.197752,1,5.896856,0.536976,-0.00236,0.004932,0.004614,-0.770824
2.532857,-0.209984,1,0.963513,3.665368,1,5.764002,1.225471,-0.002799,-0.000419,0.007464,-0.670508
-1.861926,0.849785,1,1.207731,0.41541,0,-0.284354,-0.18341,-0.00491,-0.000937,-0.001148,-2.032066
-0.399471,1.107115,1,1.421027,0.294438,1,5.323017,-1.00552,-0.00402,-0.007252,0.017617,-1.841696
-0.65838,0.522975,1,-0.977524,0.12146,0,-0.002835,-0.976246,0.009297,-0.004505,0.012236,-1.533092
-0.852889,-1.969854,1,1.623212,0.350767,0,-1.051414,-0.297057,-0.00432,-0.010078,-0.00477,-1.78761
0.509331,0.740524,1,-0.381728,1.358417,0,0.473584,-0.300872,0.018076,-0.011169,0.008109,-0.795958
0.855409,1.801606,1,-2.058933,2.882121,1,5.946684,0.911832,0.002995,0.020864,0.007236,-1.290928
0.520718,1.679538,1,-0.981123,1.13179,1,5.800877,-0.668876,-0.005763,0.002789,-0.002598,-0.370055
-0.974259,1.256207,1,0.415342,1.495765,1,5.187492,0.435078,0.009734,0.014657,-0.003383,-0.038533
2.182928,-0.196433,1,-0.781497,1.977559,1,5.630794,-0.30547,0.006239,-0.007941,0.012145,-0.106184
-2.021163,1.296738,0,0.109273,-1.47407,0,-0.174069,-0.744757,-0.016542,-0.012516,-0.000147,-1.098089
-1.283549,0.327991,0,0.535569,-0.865405,1,4.706633,-0.330376,-0.010345,-0.009778,0.002602,-0.403487
-0.081191,1.254912,1,0.015932,1.802403,0,0.461126,0.336538,-0.001154,-0.004221,0.014011,0.347166
-0.161526,1.022934,1,-0.297037,2.310684,1,5.324146,0.914933,-0.015836,0.000365,0.025333,-0.242398
0.237124,-0.074946,1,-1.053379,1.165474,1,5.049667,-0.251973,0.020905,-0.001509,-0.005266,1.171015
1.329214,0.008973,1,0.219261,0.721383,0,0.447558,-1.203938,0.008222,-0.007732,-0.002209,0.294216
-0.370771,1.256451,1,-1.86764,2.334361,1,5.332706,0.999715,-0.000133,0.000877,0.00074,1.030444
-0.137191,0.680316,1,-0.488681,0.458929,0,0.216634,-0.898169,-0.003427,0.001754,0.000967,-3.180306
-0.845436,0.061148,1,-0.730467,1.206635,1,4.726889,0.260823,-0.005997,0.007023,0.003764,-0.591287
0.337409,-0.021401,0,-0.04206,0.125213,0,0.082656,-0.024833,-0.01964,0.014704,-0.004902,-1.011896
-0.569399,0.597598,1,-0.016013,0.99035,1,5.028487,-0.15857,-0.017329,-0.003639,-0.012662,-0.812943
-0.569977,2.469534,1,1.157274,0.933213,0,0.794228,-0.486976,0.019011,0.012155,0.017538,-1.492922
0.292563,0.375351,1,1.780794,2.128077,1,5.291356,0.620149,0.015736,0.000659,0.006121,-0.291764
0.784001,0.887409,0,-0.920462,-3.097481,0,0.597037,-3.582063,-0.005758,-0.015273,-0.004185,-2.496319
-2.459027,1.003073,0,2.19015,0.165813,1,4.634719,1.136471,0.00908,0.017833,0.004371,-0.284526
0.109858,-0.229597,0,-0.581979,-0.895947,0,-0.048363,-0.912508,0.005064,0.022725,0.01833,-1.459674
-0.521123,-0.861403,0,0.369844,0.046468,0,-0.500225,0.407957,0.006243,0.006191,-0.00788,-1.188349
0.696697,-0.125212,0,0.70818,0.653095,0,0.165409,0.355026,-0.014252,0.000898,0.002111,-0.249461
-0.501043,1.148506,1,2.6419,2.534836,1,5.314714,1.274977,-0.018082,-0.002714,-0.013899,-0.609185
1.050132,0.98876,1,-0.344965,2.138517,1,5.734888,0.197749,0.011826,-0.004639,-0.001183,0.365958
-0.927333,1.603836,1,-1.599421,0.303302,0,0.300981,-0.829109,-0.019793,0.012107,0.006166,-1.657467
-2.48125,0.998179,0,1.687696,-2.586209,0,-0.426185,-1.604755,-0.001482,-0.000173,-0.011147,-0.768669
0.800673,0.79188,0,-0.636057,0.129489,0,0.567367,-0.348803,-0.003677,0.016739,-0.001872,0.20081
-1.094465,0.297417,1,-0.164272,-1.091127,0,-0.247598,-1.958175,-0.004602,0.000349,0.007999,-0.326763
-1.831172,1.786036,1,-0.920433,0.1201,1,5.081246,-0.628486,0.003145,-0.004123,0.005892,-0.262369
-0.234867,-0.017751,1,-0.161387,0.918875,1,4.906265,-0.292631,-0.006776,-0.006013,-0.011576,0.42008
-0.490099,-0.208971,0,-0.643075,-0.942685,0,-0.238156,-0.689916,0.003957,-0.007437,0.003738,-1.094205
0.572185,1.468485,1,0.873759,1.835186,1,5.777552,0.041774,0.001412,0.005141,0.005587,-1.304794
0.641491,-0.431728,1,0.278109,1.313133,1,5.068355,-0.236104,0.020987,-0.012945,0.00108,-0.112059
-0.1553,3.31622,1,-0.483738,1.403541,1,6.218105,-0.327687,-0.013854,-0.008183,0.010893,-0.837394
-1.135736,0.981422,1,1.193189,-1.476617,0,0.010246,-2.424151,0.000293,0.013245,-0.005894,0.434241
0.036021,1.249335,0,0.452314,-1.097134,0,0.502854,-1.294705,0.004313,-0.009545,0.004125,-0.31819
-0.085726,0.093009,1,-1.648731,1.937924,1,4.974586,0.642657,-0.002564,0.008627,-0.011652,-1.311314
0.318017,0.586164,0,1.11702,1.03363,1,5.340256,0.804256,-0.013371,-0.02063,-0.016006,-0.349579
-1.125727,0.474672,1,0.382185,-0.960206,1,4.835562,-1.838777,0.012571,0.014501,0.007811,-1.590663
-0.651293,0.359594,1,1.588049,0.262506,1,4.959746,-0.814718,0.003369,-0.012702,0.000206,0.258965
0.258458,1.534391,1,0.321234,2.732537,1,5.675898,1.071965,-0.012669,-0.008764,-0.004634,-2.085115
0.996407,0.451853,1,-0.594392,1.120462,0,0.507139,-0.718039,0.004387,0.006803,-0.010652,0.534102
0.715002,1.91893,1,-0.006978,1.812086,0,0.999058,-0.111491,0.017016,0.002704,0.008271,-0.367086
-0.168865,3.564611,1,1.001236,3.202905,1,6.351819,1.441805,-0.000363,0.00895,-0.01508,-0.852524
-0.738315,0.605888,1,-0.57342,0.711873,0,-0.006062,-0.361577,-2.2e-05,-0.012783,0.009929,0.075371
0.152901,1.053745,0,-0.24298,-0.282468,0,0.476344,-0.504719,0.01568,-0.002868,0.00451,-0.176636
-1.34231,1.280911,1,-0.024372,0.740174,1,5.048735,-0.157037,-0.009704,-0.006171,-0.014578,0.642419
-1.067921,2.712934,0,-0.952055,1.762201,1,5.706159,1.853411,0.017276,-0.011102,0.00126,0.633099
1.258851,0.818781,1,-0.559006,2.457051,1,5.730985,0.446202,0.009729,0.005959,0.026537,-0.335673
0.151114,0.072412,1,0.369867,1.418863,1,5.075467,0.019082,-0.009242,0.009431,0.011894,-1.559734
-0.598447,-0.364912,1,1.399795,0.471759,1,4.681224,-0.52436,-0.006683,-0.003369,-0.00828,-1.229472
0.578219,0.843445,1,0.514464,2.244304,1,5.52261,0.538817,-0.005248,0.015227,0.007167,-0.75961
1.036055,0.453049,1,0.151456,2.516371,1,5.500729,0.6597,-0.018336,-0.007857,-0.014159,0.393759
-0.695558,2.911438,1,-0.633954,0.354109,1,5.896896,-1.073179,0.002605,0.014985,-0.013713,-1.144349
-0.678328,2.671291,1,1.292477,2.086902,1,5.833786,0.686628,-0.008789,0.005622,-0.000673,-1.060904
-0.803566,-0.132944,0,0.630822,-0.535176,1,4.69954,-0.151152,0.002966,-0.012236,0.005517,1.160388
0.71293,0.190669,1,-0.509413,1.696743,0,0.295138,0.024799,-0.012909,0.019815,0.008113,-0.792262
0.722637,0.975199,0,1.095965,-0.414826,0,0.626107,-0.884289,0.00923,-0.004445,0.008252,-1.322695
1.134983,2.298655,1,0.756894,1.769305,1,6.289285,-0.399982,0.007376,0.012051,0.004948,0.088683
0.757683,0.958442,1,-0.616213,0.773484,1,5.603203,-1.030142,-0.007059,0.001456,-0.01614,-0.744097
-1.883138,0.254188,1,0.095939,-0.57542,0,-0.514842,-1.078218,0.003596,0.003744,-0.000609,-2.077562
0.030044,0.842547,1,-0.295456,1.833629,1,5.333378,0.37709,0.000829,0.009012,0.009687,0.352951
-1.309305,0.272944,1,2.830855,0.410866,0,-0.308153,-0.355117,0.014823,0.008459,0.004433,-1.435002
-0.763834,1.503906,1,0.729062,-0.107509,0,0.325128,-1.299638,-0.010325,-0.003421,0.001821,-0.644377
-0.080326,0.192395,1,0.384079,3.489187,0,0.047094,2.177053,-0.001523,0.005317,0.003292,-0.756102
0.584645,0.390993,1,0.66998,0.518119,0,0.337622,-1.124655,-0.006407,0.004566,0.003125,-0.457862
-1.141763,2.063363,0,1.57648,0.873153,0,0.42994,1.092103,0.000448,0.002136,-0.019649,-2.879037
-2.57564,0.133064,0,0.113937,-2.62625,0,-0.787361,-1.476464,0.005333,-0.002033,0.011549,-1.023062
-0.070389,-0.544699,1,-0.392592,1.666229,1,4.750816,0.456502,-0.006518,0.002116,-0.001105,0.436874
2.392652,0.996423,1,1.0416,2.300691,1,6.18866,-0.25056,-0.003641,0.019675,0.007076,0.577483
-0.453766,0.540956,1,0.022372,0.564133,0,0.071625,-0.629057,0.00966,-0.00295,-0.023056,-1.679253
-0.204005,1.412845,1,-0.872578,1.62977,0,0.497113,0.196742,0.013573,0.012066,0.01661,0.232635
1.531244,1.218901,1,-1.067369,2.254788,1,5.961838,0.06226,0.004935,-0.006196,-0.011564,-1.449393
0.339355,0.869511,1,1.726614,0.788382,1,5.481085,-0.812465,-0.00138,-0.008813,0.025413,-1.062495
-0.034059,0.840386,1,0.328962,0.56939,1,5.320089,-0.857739,-0.002331,0.032764,0.021192,-1.009947
0.191197,0.165571,1,-0.39225,-0.142426,0,0.132678,-1.573914,0.005481,0.0054,-0.013249,-0.579159
-0.000676,0.984776,1,-0.037018,1.76879,1,5.38502,0.305564,0.002278,0.005675,0.00817,0.313403
-1.390674,1.782714,0,1.004762,-1.626445,0,0.222047,-1.253805,-0.01649,0.005952,-0.010172,-0.423378
-1.592365,-0.072018,0,-0.096089,-0.729249,1,4.453736,0.003975,0.005724,0.014073,-0.006394,-0.814095
1.635908,0.896032,1,-1.252103,2.78568,1,5.853358,0.592478,-0.008606,0.004078,-0.006168,0.279348
-0.067037,1.939818,0,0.523158,0.459005,1,5.729414,0.208055,-0.014169,0.008162,0.004479,-1.490624
-0.150825,1.406853,0,1.405665,-0.587521,1,5.508369,-0.723131,-0.016683,-0.010586,0.003246,-0.76518
-0.341148,2.210902,1,1.338781,2.395352,1,5.77248,0.908812,-0.002161,0.009839,-0.012016,0.307818
0.530153,0.333287,1,-0.362013,1.201698,1,5.286712,-0.407971,-0.010165,-0.002368,0.0044,-0.158657
2.287771,-0.929339,1,1.46649,0.890146,1,5.392371,-1.334161,-0.023264,0.006717,-0.002041,-1.154267
0.273033,1.102081,0,0.410267,6.4e-05,1,5.52301,-0.283728,-0.003585,-0.017151,-0.018206,-2.20092
-0.839007,1.264,0,1.438464,0.389319,0,0.212433,0.586797,-0.004906,0.006302,-0.00434,-0.377105
-0.384321,2.269851,1,0.771004,0.80108,1,5.771284,-0.674414,-0.001499,-0.022419,0.016604,-2.266638
0.820076,2.089575,1,-1.32428,2.874205,1,6.051807,0.878182,-0.006289,-0.002759,-0.004003,-0.900464
-0.833721,1.438173,1,1.944056,0.380546,1,5.341746,-0.770326,0.018293,-0.017056,-0.018355,0.490985
0.601326,1.666819,1,0.249101,1.201196,1,5.856402,-0.634213,0.005173,0.00633,0.008145,-0.091204
-2.571657,0.709608,1,0.774111,-0.789741,0,-0.571768,-1.046079,-0.004996,0.000693,-0.009275,-2.711617
-0.4808,-0.317686,0,-1.146728,0.419392,1,4.696401,0.68371,-0.000636,-0.007708,0.002144,-0.487511
0.37722,1.01915,1,0.702644,1.586497,0,0.534886,-0.053243,0.014146,0.014344,-0.00172,-1.007133
1.019206,1.884002,0,1.300245,-0.24386,0,1.077747,-0.979762,0.009566,-0.008967,0.017617,-1.96168
-1.069394,1.55779,0,2.132637,-0.655647,0,0.242292,-0.39621,-0.013962,-0.030312,-0.001713,-0.352942
-1.753685,1.735236,0,1.597717,-3.615449,0,0.091269,-3.071151,-0.009743,0.005136,-0.011446,-1.179701
-0.511655,0.473673,1,0.751542,1.935126,1,5.023072,0.777972,-0.007818,-0.017666,-0.004688,-1.173497
-1.376339,0.635882,1,-1.34706,0.617455,1,4.766736,-0.170747,-0.004397,-0.00865,-0.012288,-0.563918
-0.399957,1.384854,1,0.32959,-1.066214,1,5.408622,-2.406238,-0.005954,-0.005173,-0.002093,-1.313848
-0.257573,0.354922,1,-0.395193,-0.201425,0,0.054158,-1.456681,0.00034,-0.01424,0.017698,-0.592227
-1.570065,0.385712,1,0.432295,0.242386,1,4.650936,-0.421594,0.007357,-0.004937,0.012485,-1.281288
0.553519,1.199411,1,-1.019009,0.431739,0,0.657801,-1.314171,0.009027,-0.014053,0.020412,-1.226424
-0.408134,1.662334,1,-0.01285,2.169912,0,0.510538,0.793349,-0.003268,0.001624,0.004793,0.304967
0.82954,0.7019,1,-0.319866,2.217603,1,5.523098,0.418573,-0.016347,-0.012287,0.001431,0.406709
-2.095825,-0.26176,1,-0.350849,0.690954,1,4.193818,0.359536,-0.010404,0.000301,-0.009983,-2.396617
-1.268112,0.165625,1,-0.340919,-1.835234,1,4.637118,-2.604347,-0.005198,0.01162,0.002697,0.05911
0.265749,1.105101,1,0.061462,1.076152,0,0.505224,-0.525458,-0.01245,0.007824,-0.001304,0.710628
-1.050031,1.09295,0,0.483512,-1.015691,0,0.092914,-0.697616,0.011409,-0.000817,0.007786,0.869414
-0.415456,1.142667,1,-2.301177,0.343805,0,0.297152,-0.954054,-0.011795,-0.009887,-0.011223,-0.167583
-0.250221,1.422724,1,-2.179116,0.998308,1,5.437464,-0.415175,0.006171,0.001592,0.000527,-1.745361
-0.092664,0.90724,1,-0.141374,0.283987,1,5.303594,-1.126238,-0.016819,-0.006957,-0.015735,-0.057982
-0.928486,1.166485,1,-0.000452,1.283669,1,5.156571,0.215221,0.006572,0.002011,0.003376,-1.557215
-0.101633,0.856402,1,0.386428,2.165331,1,5.306189,0.766551,-0.001393,-0.017153,0.006758,-1.030928
-1.033464,2.050162,0,-0.530355,0.508677,0,0.474985,0.680384,0.015125,0.008073,-0.016215,-0.304881
0.42336,2.333771,1,0.206782,1.713463,1,6.040603,-0.137911,-0.011316,0.000332,-0.013398,-1.492722
-0.365764,-0.287582,1,0.32384,3.112191,1,4.768472,1.99924,-0.005641,0.022085,-0.01296,-1.834363
-0.095883,0.646177,1,-0.537241,2.510871,1,5.206507,1.139975,-0.003704,0.013061,-0.001776,-0.22219
2.319007,0.934153,1,1.210773,2.407233,1,6.145547,-0.101558,-0.001525,0.005662,-0.013975,1.179261
-1.358024,0.634514,1,0.374303,0.314044,1,4.805487,-0.482272,-0.00346,-0.00124,0.013785,0.555271
1.137662,2.694352,1,0.744278,3.565928,1,6.433443,1.338027,-0.003267,-0.007296,0.004362,0.019223
-2.910271,1.125384,1,0.266163,1.170531,1,4.485752,1.007581,-0.003431,0.009424,0.00599,0.291222
-2.329297,0.096057,1,2.30099,-1.133079,1,4.296182,-1.410427,-0.020712,-0.002295,-0.01589,-0.050244
-1.49156,1.497871,1,0.793714,1.946758,1,5.119331,1.085821,0.009933,0.011684,0.012932,-0.238063
-1.428448,1.172404,1,-0.290676,0.688,0,0.016991,-0.154374,0.028611,0.004008,0.006496,0.210655
-0.047218,1.205622,1,1.018284,0.613223,1,5.476331,-0.860912,0.002983,0.00408,-0.006823,-2.056326
0.038922,2.709305,0,-1.440288,-1.568543,0,1.056926,-1.979206,-0.011358,0.005945,-0.015418,-0.488478
-0.505741,1.252214,1,0.316917,1.003853,1,5.317631,-0.268916,-0.010345,-0.009196,-0.000761,-0.768911
-0.400798,0.597767,1,0.516477,1.213245,1,5.117301,-0.012228,0.006132,-0.010221,-0.004664,-0.60906
0.276845,-1.053847,1,0.328338,2.88081,1,4.690229,1.587328,0.003855,-0.010567,-0.004249,-1.149335
0.582304,0.73603,1,-0.136462,2.648994,1,5.472277,0.957234,-0.002843,0.010475,-0.007054,-0.167475
-1.577459,2.207399,1,-0.814956,0.341981,1,5.334968,-0.582887,0.007534,-0.009457,0.007214,-1.505891
-0.612811,0.81026,1,-0.59203,1.549405,1,5.082972,0.389342,-0.020639,-0.008212,-0.026006,-1.221818
-0.32051,-1.338621,1,0.299392,1.807284,0,-0.619067,0.826249,0.007541,0.005375,0.014299,-1.341843
0.234396,0.403067,1,-0.916202,1.571504,1,5.219052,0.085957,0.002378,-0.00252,0.009981,0.175984
-1.023587,1.894118,1,1.967485,0.543674,0,0.392345,-0.587154,-0.009959,-0.003798,0.002107,-0.699687
-0.340141,1.447246,1,-2.443581,0.844053,1,5.392061,-0.532172,-0.014333,-0.004666,-0.001441,-1.148795
-0.220936,0.061548,0,-0.126121,0.294117,1,4.950379,0.385473,0.001213,-0.023256,0.010831,-1.061393
-0.95539,0.336144,1,0.307707,1.348773,1,4.837547,0.412981,0.014072,-0.009669,-0.000423,-0.684082
-0.979235,0.49072,1,0.704738,0.654437,1,4.881056,-0.292955,-0.002281,0.011816,-0.002784,0.934212
-0.152174,0.238715,1,-0.718608,-1.332911,0,0.034578,-2.619152,-0.008527,-0.005394,0.011387,-1.924483
-0.381265,-1.128245,1,1.331612,-0.306549,1,4.462363,-1.290523,0.001913,-0.019005,0.020934,-0.012453
0.249558,1.66502,1,-1.196514,2.295168,1,5.726234,0.619689,0.018209,-0.01008,-0.00971,-0.216101
-1.304179,2.158489,1,-0.368812,-1.089023,0,0.41761,-2.130838,0.004313,0.003599,0.004248,-1.570928
-0.601602,-0.61702,1,0.818065,2.142299,1,4.583117,1.184181,0.005394,0.0034,-0.010864,0.77891
-0.480136,2.145282,1,1.237506,2.450091,1,5.713828,1.036157,0.012228,-0.002943,0.005016,-0.148683
0.562944,0.798406,1,-1.206684,1.733117,1,5.477691,0.041096,0.004726,-0.006892,-0.007782,-1.195696
-1.191334,2.126561,1,2.842354,1.686335,1,5.483452,0.597931,-0.00781,-0.014022,0.012115,-2.547376
-0.016268,0.939379,0,-0.700175,0.657651,1,5.330039,0.528775,-0.017446,0.003682,-0.001001,-0.458816
0.001836,1.036974,1,-1.114865,1.355064,1,5.374435,-0.116873,-0.009217,0.008379,0.000465,-0.732709
1.395477,1.273864,1,0.700032,0.764987,0,0.942806,-1.373889,-0.011047,0.012889,0.016311,-1.718676
-1.258009,0.111363,1,-0.150976,1.733101,1,4.63465,0.967273,0.006593,-0.011106,-0.00733,-1.731577
-0.908153,2.096103,1,-0.298735,2.619753,1,5.521217,1.40723,0.007983,0.013655,0.006848,0.180547
-1.188276,-0.219952,0,0.792961,-1.779856,0,-0.473563,-1.208591,0.001756,-0.000566,-0.006335,-2.643658
-1.920699,0.499362,1,-1.329979,-0.889943,1,4.527089,-1.411255,-0.012687,0.000266,0.011963,-0.37368
1.513767,1.425694,1,-1.504817,2.077795,1,6.041384,-0.136797,0.017866,0.008936,0.017868,-0.8754
-1.492421,0.392234,1,-0.400106,0.073944,0,-0.340706,-0.626225,-0.004162,-0.00541,-0.002629,-0.190808
-1.067225,1.67896,1,1.275219,1.22476,1,5.334166,0.144949,0.006035,-0.021638,-0.021941,-0.982268
1.064847,2.277295,1,-0.356738,3.342348,1,6.23016,1.207994,0.000493,0.007049,-0.006881,-0.394688
-2.004027,1.913975,1,1.796474,-1.556986,0,0.090648,-2.24567,0.002087,0.003486,0.024326,-1.430738
0.505432,-1.034686,1,1.398332,2.98129,1,4.794577,1.581272,0.005682,-0.003603,-0.005921,-0.737168
-1.663944,1.027276,1,0.480263,0.307761,0,-0.152338,-0.406668,-0.00696,0.006225,0.01771,-0.198879
0.995775,1.930112,1,0.537041,2.564421,0,1.091516,0.511779,0.013054,0.008269,-0.006063,-0.537091
-2.420798,-0.41532,0,0.47932,-0.540323,0,-0.971363,0.618726,-0.015795,-0.01512,-0.00631,-0.307656
-2.004389,1.62504,0,0.357035,0.061263,1,4.972198,0.735341,-0.010386,0.000225,0.007792,-1.615884
-0.795842,1.56889,0,-0.168925,-0.071753,1,5.360025,0.061908,0.012924,-0.022776,0.006593,-1.278638
0.720903,-0.310661,1,-0.052871,1.898404,1,5.120255,0.295561,0.0059,-0.001237,0.008522,-1.261303
-0.281878,1.735662,1,-0.872643,1.733529,1,5.592781,0.289022,0.025404,-0.003727,4.9e-05,-0.964453
-0.586635,1.174127,0,-2.012726,-0.726246,0,0.265759,-0.630283,0.000684,0.004919,0.010344,0.67062
1.095124,1.551811,1,1.301388,0.284807,1,6.00511,-1.758055,0.017004,-0.010731,0.009615,-1.042142
1.90432,-0.064883,1,0.354575,0.956464,1,5.587222,-1.219186,-0.018575,-0.004215,0.01149,-1.831522
0.421337,1.051565,0,0.203528,0.239542,1,5.537523,-0.104238,-0.014135,-0.032161,-0.006236,-0.146317
-0.873775,-0.80345,0,0.595766,-1.299958,0,-0.590566,-0.786807,0.008955,0.005575,0.010336,0.65868
-0.669063,-1.375562,1,-0.63108,0.032971,1,4.215452,-0.784496,-0.017404,-0.000884,-0.005213,-1.949175
-1.539367,1.042257,1,-0.803745,2.5724,1,4.884232,1.799251,-0.001974,0.000872,-0.001571,1.284848
-0.150103,2.002027,1,-0.086368,2.401852,1,5.740803,0.858895,0.011672,-0.014934,-0.001776,-0.272786
-1.880513,1.154366,0,1.565415,-0.938199,0,-0.161865,-0.252076,0.005012,0.003981,-0.009981,0.345928
0.300944,0.837983,0,-0.971424,0.930187,0,0.425259,0.672035,0.000111,0.016527,-0.017355,0.779109
1.754654,0.713895,1,-2.429748,1.800413,0,0.848975,-0.420269,-0.004491,-0.001849,0.012237,0.284655
0.466672,-0.041136,1,-0.324084,1.637267,1,5.132925,0.110723,0.002022,0.006501,-0.007022,-0.798499
-0.720068,0.679568,0,1.340017,0.213363,0,0.034421,0.441629,0.005772,-0.008706,-0.002697,0.529735
0.276017,1.323113,1,-1.535227,1.220289,1,5.570524,-0.417606,-0.006609,-0.000769,-0.007307,-0.433363
1.369613,0.466207,1,-0.982967,1.324732,1,5.615966,-0.685251,0.003717,-0.015313,-0.002567,0.402522
1.319575,1.652016,0,0.460864,2.062521,1,6.095733,1.223932,0.010784,0.007881,-0.005059,0.511912
-1.254678,1.097404,1,2.767224,1.524482,1,5.065904,0.614113,-0.002225,0.001598,0.012791,-1.77886
0.259376,1.218408,1,-1.160895,-0.639457,1,5.538599,-2.254611,0.000681,-0.012193,-0.005905,0.106338
